Rk,Name,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,EFF,GmSc,last_year_salary,PID,Jersey
403,Collin Sexton,G,20,CLE,43,33,1272,242,584,0.414,36,93,0.387,206,491,0.42,0.445,107,121,0.884,27,101,128,122,21,3,98,112,627,10.3,0.492,0.159,0.207,2.3,9.3,5.6,15.7,0.8,0.2,13.3,25.5,-0.9,-0.5,-1.4,-0.051,-3.2,-3.9,-7.1,-1.6,10.55813953,324.3,4068600,1629012,2
404,Landry Shamet,G,21,PHI,43,2,870,118,271,0.435,76,193,0.394,42,78,0.538,0.576,35,43,0.814,11,53,64,38,20,6,21,89,347,10.2,0.598,0.712,0.159,1.4,6.3,3.9,6.1,1.1,0.5,6.8,15.1,1.1,0.5,1.6,0.086,0.6,-2.6,-2,0,7,219.1,1703640,1629013,1
405,Iman Shumpert,G,28,SAC,32,30,820,107,261,0.41,61,158,0.386,46,103,0.447,0.527,27,32,0.844,12,80,92,64,40,11,25,74,302,11.5,0.549,0.605,0.123,1.5,10.4,5.8,10,2.3,1.1,8.3,15.2,0.7,0.7,1.3,0.077,0.7,-0.1,0.6,0.5,10.9375,230.4,11011234,202697,9
406,Pascal Siakam,F,24,TOR,43,42,1317,252,440,0.573,31,92,0.337,221,348,0.635,0.608,111,144,0.771,63,222,285,121,41,29,76,129,646,18.6,0.642,0.209,0.327,5.3,17.7,11.7,13.4,1.5,1.8,13.1,19,3,1.8,4.8,0.175,2.1,1.7,3.8,1.9,15.88372093,554.7,1544951,1627783,43
407,Ben Simmons,G,22,PHI,42,42,1403,280,486,0.576,0,0,,280,486,0.576,0.576,134,235,0.57,90,293,383,342,57,31,145,108,694,20.9,0.589,0,0.484,7.1,21.7,14.6,37.7,1.9,1.7,19.7,22.1,2.7,1.9,4.6,0.158,1.8,2.5,4.3,2.2,22.57142857,706.2,6434520,1627732,25
408,Jonathon Simmons,G,29,ORL,35,7,724,91,254,0.358,15,69,0.217,76,185,0.411,0.388,49,61,0.803,18,62,80,77,16,13,49,55,246,7.2,0.438,0.272,0.24,2.6,9.5,6,15.7,1.1,1.5,14.9,20.2,-1.2,0.5,-0.6,-0.04,-5.4,-0.8,-6.3,-0.8,6.942857143,139,6000000,203613,17
409,Anfernee Simons,G,19,POR,8,0,54,7,21,0.333,0,7,0,7,14,0.5,0.333,1,4,0.25,0,7,7,4,0,0,6,3,15,-2.8,0.33,0.333,0.19,0,13.2,6.8,10.3,0,0,20.9,22.7,-0.3,0,-0.3,-0.23,-11.1,-3.2,-14.3,-0.2,1.5,-0.4,1835520,1629014,24
410,Marcus Smart,G,24,BOS,41,21,1074,102,256,0.398,55,157,0.35,47,99,0.475,0.506,56,73,0.767,31,84,115,168,73,15,59,102,315,13,0.547,0.613,0.285,3.1,8.5,5.7,20.6,3.3,1.3,17,14,1.1,1.8,2.8,0.127,0.3,1.8,2.1,1.1,11.43902439,318,11660716,203935,36
411,Dennis Smith,G,21,DAL,28,28,776,132,298,0.443,39,104,0.375,93,194,0.479,0.508,49,72,0.681,15,58,73,108,38,10,86,72,352,11.4,0.534,0.349,0.242,2.1,7.8,5.1,22,2.4,1.1,20.7,22.8,-0.5,0.9,0.3,0.021,-1.9,0,-1.9,0,11.21428571,220.7,3819960,1628372,1
412,Ish Smith,G,30,DET,22,0,537,85,205,0.415,25,76,0.329,60,129,0.465,0.476,8,12,0.667,1,41,42,66,10,6,25,53,203,8.9,0.483,0.371,0.059,0.2,8.7,4.2,19.1,0.9,0.9,10.6,18.6,-0.1,0.4,0.3,0.026,-2.6,-1.6,-4.2,-0.3,9.5,119.1,6000000,202397,14
413,J.R. Smith,G,33,CLE,11,4,222,27,79,0.342,12,39,0.308,15,40,0.375,0.418,8,10,0.8,0,18,18,21,11,3,11,19,74,8,0.444,0.494,0.127,0,9.5,4.5,13.9,2.5,1.2,11.7,18.8,-0.2,0,-0.2,-0.045,-3.3,-2.2,-5.4,-0.2,7.363636364,43.3,14720000,2747,5
414,Jason Smith,F,32,MIL,15,1,153,18,45,0.4,6,14,0.429,12,31,0.387,0.467,10,12,0.833,14,31,45,12,2,7,10,23,52,11.8,0.517,0.311,0.267,9.9,22.2,16,10.6,0.6,3.9,16.6,16.8,0.1,0.1,0.2,0.06,-3.6,-0.3,-3.8,-0.1,5.333333333,42.1,5450000,201160,20
415,Tony Snell,G,27,MIL,41,4,717,93,207,0.449,49,127,0.386,44,80,0.55,0.568,27,30,0.9,16,69,85,33,14,9,16,48,262,11.1,0.595,0.614,0.145,2.4,9.4,6.1,6,0.9,1.1,6.8,13.9,0.9,0.8,1.8,0.117,-0.2,-0.7,-1,0.2,6.512195122,193.2,10607143,203503,21
416,Ray Spalding,F,21,DAL,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,-6.1,0.7,-5.4,0,,,,,0,0,838464,1629034,26
417,Omari Spellman,F,21,ATL,25,8,413,50,130,0.385,20,62,0.323,30,68,0.441,0.462,23,30,0.767,42,58,100,23,17,14,17,35,143,12.9,0.499,0.477,0.231,10.5,15.3,12.8,7.8,1.9,2.9,10.6,15.8,0.3,0.4,0.6,0.072,-1.3,0.4,-0.9,0.1,8.28,127.9,1620480,1629016,6
418,Nik Stauskas,G,25,POR,40,0,638,92,214,0.43,41,117,0.35,51,97,0.526,0.526,32,36,0.889,10,67,77,61,13,4,39,30,257,11.5,0.559,0.547,0.168,1.7,10.7,6.3,13.5,1,0.5,14.5,17.9,0.4,0.5,0.8,0.064,-0.5,-1.6,-2.1,0,6.225,177,1621415,203917,6
420,Lance Stephenson,G,28,LAL,42,0,643,119,266,0.447,41,110,0.373,78,156,0.5,0.524,23,36,0.639,19,108,127,84,27,5,50,67,302,13.5,0.536,0.414,0.135,3.1,16.7,10.1,18.6,2,0.6,15.1,21.4,0.1,0.9,1,0.071,-1.1,0.1,-1,0.2,8.404761905,216.4,4449000,202362,6
421,Edmond Sumner,G,23,IND,9,0,34,2,8,0.25,1,4,0.25,1,4,0.25,0.313,0,2,0,2,1,3,1,1,0,4,5,5,-5.4,0.282,0.5,0.25,6.8,3.2,4.9,3.6,1.4,0,31.1,16.6,-0.2,0,-0.1,-0.195,-9.8,-1.6,-11.3,-0.1,0.444444444,-3.2,0,1628410,5
422,Caleb Swanigan,F,21,POR,16,0,134,12,38,0.316,1,4,0.25,11,34,0.324,0.329,6,7,0.857,13,37,50,7,4,0,15,18,31,4.2,0.377,0.105,0.184,10.5,28.1,19.6,6.9,1.4,0,26.7,17.8,-0.4,0.2,-0.2,-0.073,-8.4,0,-8.4,-0.2,3.6875,15.7,1740000,1628403,50
423,Jayson Tatum,F,20,BOS,41,41,1273,243,544,0.447,71,192,0.37,172,352,0.489,0.512,106,123,0.862,41,217,258,72,44,27,62,87,663,15.6,0.554,0.353,0.226,3.4,18.4,10.9,8.5,1.7,1.9,9.4,22.5,1,2,3.1,0.115,-0.8,0.5,-0.3,0.5,15.92682927,482.9,6700800,1628369,0
424,Jeff Teague,G,30,MIN,27,27,838,109,268,0.407,26,74,0.351,83,194,0.428,0.455,81,98,0.827,10,56,66,224,32,13,64,58,325,15.2,0.522,0.276,0.366,1.3,7.2,4.2,37.1,1.8,1.3,17.1,18.9,1,0.5,1.5,0.088,0,-2.1,-2.2,0,15.03703704,308.7,19000000,201952,0
425,Garrett Temple,G,32,MEM,41,41,1306,145,335,0.433,61,173,0.353,84,162,0.519,0.524,55,70,0.786,14,115,129,53,46,20,45,116,406,9.2,0.555,0.516,0.209,1.2,10.3,5.7,6.1,1.8,1.5,11,14.5,0.1,1.5,1.6,0.058,-1.7,0.8,-0.9,0.4,9.975609756,273.5,8000000,202066,17
426,Milos Teodosic,G,31,LAC,15,0,150,17,40,0.425,10,27,0.37,7,13,0.538,0.55,4,7,0.571,3,13,16,32,3,1,21,27,48,6.8,0.557,0.675,0.175,2.2,8.8,5.7,28.7,1,0.5,32.8,18.1,-0.1,0.1,-0.1,-0.021,-2.3,-3,-5.2,-0.1,3.866666667,25.9,6300000,1628462,4
427,Jared Terrell,G,23,MIN,3,0,26,1,12,0.083,1,4,0.25,0,8,0,0.125,1,2,0.5,1,1,2,2,2,1,3,2,4,-8.1,0.155,0.333,0.167,4.1,4.1,4.1,9.5,3.7,3.3,18.9,25.7,-0.2,0,-0.2,-0.38,-14.8,0.1,-14.7,-0.1,2,-3.1,,1629123,3
428,Daniel Theis,C,26,BOS,31,2,489,83,153,0.542,15,37,0.405,68,116,0.586,0.592,35,48,0.729,50,83,133,35,9,19,21,89,216,17.4,0.62,0.242,0.314,10.9,18.3,14.6,10.4,0.9,3.5,10.8,17.3,1.2,0.8,2,0.195,0.9,1.3,2.2,0.5,8.806451613,187,1378242,1628464,27
429,Khyri Thomas,G,22,DET,8,0,67,9,22,0.409,6,12,0.5,3,10,0.3,0.545,6,9,0.667,2,7,9,3,3,0,2,4,30,14,0.578,0.545,0.409,3.1,11.9,7.3,6.7,2.2,0,7.2,17.7,0.1,0.1,0.2,0.123,-0.2,-1.5,-1.6,0,3.5,22,838464,1629017,13
430,Lance Thomas,F,30,NYK,17,5,257,21,58,0.362,5,23,0.217,16,35,0.457,0.405,11,13,0.846,9,35,44,9,11,3,10,36,58,6.2,0.455,0.397,0.224,3.5,14.9,9,4.8,2.1,1,13.6,12.1,-0.2,0.1,0,-0.002,-4.2,-0.2,-4.4,-0.2,4.882352941,36.8,7119650,202498,42
431,Klay Thompson,G,28,GSW,42,42,1451,358,790,0.453,116,317,0.366,242,473,0.512,0.527,85,106,0.802,19,154,173,84,52,30,68,86,917,16,0.548,0.401,0.134,1.5,11.1,6.5,8.9,1.7,1.8,7.5,26.7,0.9,1.3,2.2,0.072,0.1,-2.2,-2.1,0,17.73809524,587.7,18988725,202691,11
432,Tristan Thompson,C,27,CLE,33,33,984,164,309,0.531,0,0,,164,309,0.531,0.531,54,83,0.651,148,219,367,73,28,14,49,78,382,19.2,0.553,0,0.269,16.3,26,20.9,11.7,1.4,1.2,12.4,17.7,1.9,0.3,2.2,0.107,0.9,0.1,0.9,0.7,18.09090909,397.7,17469565,202684,13
433,Sindarius Thornwell,G,24,LAC,26,0,139,11,26,0.423,1,8,0.125,10,18,0.556,0.442,8,9,0.889,2,22,24,9,3,2,11,24,31,4.2,0.517,0.308,0.346,1.6,16.1,9.2,8.3,1,1.1,26.9,12.5,-0.1,0.1,0,-0.016,-4.9,-0.1,-5,-0.1,1.5,14.9,1378242,1628414,0
434,Anthony Tolliver,F,33,MIN,27,0,407,40,92,0.435,32,80,0.4,8,12,0.667,0.609,13,18,0.722,9,46,55,17,10,10,17,38,125,9.7,0.626,0.87,0.196,2.3,12.2,7.2,5.5,1.2,2.1,14.5,12.1,0.3,0.3,0.6,0.069,-0.2,-0.5,-0.7,0.1,5.444444444,91.4,5750000,201229,43
435,Karl-Anthony Towns,C,23,MIN,42,42,1407,342,686,0.499,72,190,0.379,270,496,0.544,0.551,182,218,0.835,139,375,514,124,36,81,122,161,938,23.9,0.6,0.277,0.318,10.4,28.8,19.5,14.5,1.2,4.9,13.5,27.1,3.1,2,5.2,0.176,3.1,2.3,5.4,2.6,24.92857143,783.1,7839435,1626157,32
436,Gary Trent,G,20,POR,5,0,30,5,17,0.294,3,8,0.375,2,9,0.222,0.382,1,4,0.25,0,4,4,1,0,1,1,1,14,3.6,0.373,0.471,0.235,0,13.6,7,4.9,0,2.7,5.1,28,-0.1,0,-0.1,-0.135,-8,-4.6,-12.6,-0.1,2.6,4.1,838464,1629018,9
437,Allonzo Trier,G,23,NYK,35,3,772,121,274,0.442,21,56,0.375,100,218,0.459,0.48,85,106,0.802,17,81,98,63,13,12,61,55,348,11.4,0.543,0.204,0.387,2.2,11.5,6.6,12.5,0.8,1.3,16,20.8,0,0.1,0.1,0.007,-2.7,-2.1,-4.8,-0.5,7.628571429,214.9,3382000,1629019,14
438,P.J. Tucker,F,33,HOU,41,41,1441,114,275,0.415,80,201,0.398,34,74,0.459,0.56,21,35,0.6,57,195,252,49,50,16,35,127,329,9.1,0.566,0.731,0.127,4.4,15.8,9.9,4.8,1.7,0.9,10.8,9.9,1.2,1,2.2,0.072,-0.3,0.7,0.4,0.9,12.82926829,284.6,7969537,200782,17
439,Evan Turner,G,30,POR,42,2,1028,140,299,0.468,6,37,0.162,134,262,0.511,0.478,43,61,0.705,27,174,201,164,24,14,80,79,329,11.3,0.505,0.124,0.204,2.8,17.2,10.2,22.3,1.1,1.1,19.7,16.8,0,1,1,0.047,-2.7,1.1,-1.6,0.1,11.16666667,276.6,17868852,202323,1
440,Myles Turner,C,22,IND,37,37,1031,197,387,0.509,27,69,0.391,170,318,0.535,0.544,57,82,0.695,53,209,262,66,16,103,60,100,478,17.8,0.565,0.178,0.212,5.9,22.1,14.2,9.4,0.8,9,12.4,20.5,0.7,2.1,2.9,0.133,-2,4.7,2.7,1.2,16.51351351,410,3410284,1626167,33
441,Ekpe Udoh,C,31,UTA,27,0,152,24,30,0.8,0,0,,24,30,0.8,0.8,6,12,0.5,9,24,33,11,3,13,7,21,54,18,0.765,0,0.4,6.5,17.2,11.9,11,1,7,16.6,12,0.4,0.3,0.6,0.2,-0.5,4.4,3.9,0.2,2.851851852,58.1,3360000,202327,33
443,Jonas Valanciunas,C,26,TOR,30,10,564,149,259,0.575,9,30,0.3,140,229,0.611,0.593,77,94,0.819,54,162,216,29,13,23,39,82,384,25.1,0.639,0.116,0.363,10.6,30.2,20.6,8.4,1.1,3.3,11.5,26,1.7,1,2.7,0.229,1,0.4,1.4,0.5,13.33333333,319.5,16539326,202685,17
444,Fred VanVleet,G,24,TOR,39,16,1044,143,355,0.403,66,180,0.367,77,175,0.44,0.496,56,69,0.812,15,89,104,177,35,9,50,68,408,13.5,0.529,0.507,0.194,1.6,9,5.4,22.9,1.6,0.7,11.5,18,1.3,1,2.3,0.105,0.8,-0.7,0.1,0.6,12.41025641,336.7,8653847,1627832,23
445,Noah Vonleh,F,23,NYK,42,35,1114,127,271,0.469,37,89,0.416,90,182,0.495,0.537,75,100,0.75,84,278,362,88,35,38,59,117,366,15.2,0.581,0.328,0.369,7.5,27.4,17,11.4,1.5,2.9,15.8,14.1,1.4,1,2.4,0.104,-0.5,2,1.5,1,14.95238095,376.7,1621415,203943,32
446,Nikola Vucevic,C,28,ORL,40,40,1230,336,635,0.529,48,122,0.393,288,513,0.561,0.567,87,112,0.777,102,376,478,148,41,46,80,80,807,26.2,0.59,0.192,0.176,8.8,33.8,21,22.7,1.6,3.1,10.5,27.5,2.7,2.1,4.9,0.19,3.6,3.3,6.9,2.8,25.425,735.9,12750000,202696,9
447,Dwyane Wade,G,37,MIA,31,0,787,160,380,0.421,41,122,0.336,119,258,0.461,0.475,75,110,0.682,27,81,108,120,21,17,68,50,436,15,0.509,0.321,0.289,3.6,10.9,7.2,25,1.3,1.9,13.7,26.7,0.1,0.8,1,0.058,-0.4,-0.7,-1,0.2,12.87096774,292.1,2393887,2548,3
448,Moritz Wagner,C,21,LAL,13,0,88,16,43,0.372,7,20,0.35,9,23,0.391,0.453,6,9,0.667,5,17,22,7,2,1,7,14,45,10.1,0.479,0.465,0.209,6,19.2,12.8,11.3,1.1,0.9,13,25.4,-0.1,0.1,0,0.01,-3.4,-1.9,-5.4,-0.1,3.692307692,23.7,1762080,1629021,15
449,Dion Waiters,G,27,MIA,3,0,56,12,31,0.387,6,20,0.3,6,11,0.545,0.484,0,4,0,1,6,7,10,2,0,0,2,30,16.2,0.458,0.645,0.129,1.9,11.3,6.5,29.8,1.7,0,0,24.8,0.1,0.1,0.1,0.108,3.4,-3.1,0.3,0,12.33333333,22.2,11550000,203079,11
450,Kemba Walker,G,28,CHA,41,41,1405,350,808,0.433,130,363,0.358,220,445,0.494,0.514,191,234,0.816,20,156,176,235,50,19,103,68,1021,21.5,0.56,0.449,0.29,1.5,12.1,6.7,28,1.7,1.2,10.2,30.9,2.6,1,3.7,0.125,5,-1.7,3.3,1.9,20.90243902,736.6,12000000,202689,15
451,Lonnie Walker,G,20,SAS,1,0,5,1,2,0.5,1,1,1,0,1,0,0.75,0,0,,0,1,1,0,0,0,0,0,3,20.1,0.75,0.5,0,0,21.6,11,0,0,0,0,17.7,0,0,0,0.18,1.7,-7.3,-5.6,0,3,2.3,2357160,1629022,1
452,John Wall,G,28,WAS,32,32,1104,245,552,0.444,51,169,0.302,194,383,0.507,0.49,122,175,0.697,15,101,116,279,49,29,121,71,663,18.4,0.527,0.306,0.317,1.5,10.2,5.8,39.8,2.1,2.2,16.1,29,0.5,0.6,1.2,0.05,1.2,-1.2,-0.1,0.5,20.25,509.4,19169800,202322,2
453,Tyrone Wallace,G,24,LAC,31,0,310,52,115,0.452,0,10,0,52,105,0.495,0.452,13,27,0.481,13,36,49,16,13,7,13,42,117,9.7,0.461,0.087,0.235,4.6,11.8,8.4,7.5,2,1.7,9.3,19.2,-0.2,0.3,0,0.006,-4,-0.5,-4.5,-0.2,4,70.9,1349383,1627820,9
455,Brad Wanamaker,G,29,BOS,18,0,134,18,40,0.45,7,15,0.467,11,25,0.44,0.538,9,10,0.9,0,15,15,25,6,0,10,8,52,14,0.586,0.375,0.25,0,12.1,6,25.8,2.2,0,18.4,17.6,0.2,0.2,0.3,0.122,-1.7,-1.3,-3,0,3.388888889,45.6,838464,202954,9
456,T.J. Warren,F,25,PHX,37,30,1165,266,539,0.494,71,164,0.433,195,375,0.52,0.559,90,111,0.811,27,125,152,57,43,24,45,108,693,17.6,0.589,0.304,0.206,2.6,12.3,7.4,8.2,1.8,1.7,7.1,23.7,1.7,0.6,2.3,0.095,1.1,-1.9,-0.7,0.4,15.35135135,481.6,11750000,203933,12
457,Yuta Watanabe,G,24,MEM,4,0,19,2,5,0.4,0,2,0,2,3,0.667,0.4,2,2,1,0,5,5,0,0,1,1,0,6,9.4,0.51,0.4,0.4,0,30.8,15.1,0,0,5,14.5,16.7,0,0,0,0.016,-10.3,-3,-13.4,-0.1,1.75,4.5,,1629139,12
458,Thomas Welsh,C,22,DEN,8,0,25,5,10,0.5,3,7,0.429,2,3,0.667,0.65,0,0,,0,3,3,3,0,0,1,1,13,16.2,0.65,0.7,0,0,13.1,6.5,18,0,0,9.1,18.8,0.1,0,0.1,0.143,2.3,-4.4,-2.2,0,1.625,9.6,,1629118,45
459,Russell Westbrook,G,30,OKC,33,33,1166,277,655,0.423,36,157,0.229,241,498,0.484,0.45,113,182,0.621,44,314,358,353,83,11,155,114,703,20.2,0.478,0.24,0.278,3.8,28.3,15.9,46.8,3.3,0.8,17.4,31,-0.2,2.8,2.5,0.104,1.2,5,6.2,2.4,29.18181818,589.9,35654150,201566,0
460,Derrick White,G,24,SAS,34,22,810,113,232,0.487,20,60,0.333,93,172,0.541,0.53,42,51,0.824,13,89,102,118,33,13,50,62,288,13.6,0.566,0.259,0.22,1.8,11.9,6.9,20,2,1.3,16.4,16.6,0.7,0.8,1.5,0.089,-0.2,0.4,0.2,0.4,10.26470588,252.9,1667160,1628401,4
462,Hassan Whiteside,C,29,MIA,35,35,910,189,365,0.518,2,15,0.133,187,350,0.534,0.521,63,141,0.447,133,306,439,28,21,86,57,102,443,20.9,0.519,0.041,0.386,15.2,35.4,25.2,5.1,1.1,8.2,11.8,22.5,0.5,2.2,2.6,0.138,-3.8,3.2,-0.6,0.3,20.22857143,419.8,25434263,202355,21
463,Andrew Wiggins,F,23,MIN,38,38,1300,246,607,0.405,64,184,0.348,182,423,0.43,0.458,124,167,0.743,34,123,157,90,41,22,63,78,680,12.8,0.5,0.303,0.275,2.8,10.2,6.4,10.5,1.5,1.4,8.5,24.1,0.1,0.8,0.9,0.032,-1.2,-1.3,-2.5,-0.2,14.65789474,422.2,25467250,203952,22
464,Alan Williams,F-C,26,BKN,1,0,9,3,4,0.75,0,0,,3,4,0.75,0.75,2,4,0.5,2,6,8,2,0,0,1,0,8,45.4,0.694,0,1,23.9,72.8,48.1,45.9,0,0,14.8,32.3,0.1,0,0.1,0.428,10.8,5.4,16.2,0,12,9.2,0,1626210,15
465,C.J. Williams,G,28,MIN,6,0,53,5,14,0.357,0,6,0,5,8,0.625,0.357,0,0,,0,2,2,3,1,0,3,10,10,-1.9,0.357,0.429,0,0,4.1,2,7.5,0.9,0,17.6,13.5,-0.1,0,-0.1,-0.114,-7.2,-2.8,-10.1,-0.1,1.333333333,-1.1,0,203710,12
466,Johnathan Williams,C,23,LAL,7,0,89,11,20,0.55,0,0,,11,20,0.55,0.55,1,5,0.2,11,10,21,4,1,4,2,20,23,10.4,0.518,0,0.25,13,11.2,12.1,5.9,0.5,3.5,8.3,11.3,0.1,0.1,0.2,0.109,-2.1,1.1,-1.1,0,5.571428571,19.1,,1629140,19
467,Kenrich Williams,F,24,NOP,12,0,66,6,18,0.333,1,5,0.2,5,13,0.385,0.361,2,2,1,3,8,11,2,1,0,3,13,15,1.5,0.397,0.278,0.111,5,12.6,8.9,3.7,0.7,0,13.7,13.7,-0.1,0,-0.1,-0.051,-5.9,-2.8,-8.7,-0.1,1.5,3.5,838464,1629026,34
468,Lou Williams,G,32,LAC,37,0,934,218,515,0.423,50,131,0.382,168,384,0.438,0.472,200,221,0.905,15,82,97,183,21,4,86,36,686,21.1,0.56,0.254,0.429,1.8,8.9,5.5,31.5,1.1,0.3,12.3,31.7,2,0.4,2.3,0.12,3.1,-3.1,0,0.5,13.16216216,490.9,8000000,101150,23
469,Marvin Williams,F,32,CHA,40,40,1096,146,344,0.424,77,200,0.385,69,144,0.479,0.536,34,48,0.708,39,186,225,45,34,28,22,90,403,12.8,0.552,0.581,0.14,3.8,18.4,11,5.8,1.5,2.2,5.7,15.1,1.1,1.1,2.1,0.093,0.1,0.1,0.3,0.6,13.325,325.2,14087500,101107,2
470,Robert Williams,C,21,BOS,19,0,173,26,33,0.788,0,0,,26,33,0.788,0.788,6,10,0.6,18,34,52,4,5,28,8,19,58,22.2,0.775,0,0.303,11,21.2,16.1,3.3,1.4,14.6,17.6,11.4,0.4,0.5,0.9,0.237,-1.5,7.9,6.5,0.4,5.631578947,78.3,1654440,1629057,44
471,Troy Williams,F,24,SAC,18,0,286,40,87,0.46,14,41,0.341,26,46,0.565,0.54,9,15,0.6,9,46,55,10,10,8,8,34,103,11.3,0.55,0.471,0.172,3.2,17.1,10,4.6,1.6,2.4,7.9,14.7,0.2,0.3,0.4,0.073,-1.5,-0.2,-1.8,0,7.166666667,76.8,34183,1627786,19
472,D.J. Wilson,F,22,MIL,13,0,233,28,60,0.467,12,27,0.444,16,33,0.485,0.567,8,15,0.533,13,52,65,11,7,5,5,27,76,12.8,0.571,0.45,0.25,6.1,21.9,14.4,6.1,1.4,1.9,7,12.9,0.3,0.4,0.7,0.148,-1.2,1.2,-0.1,0.1,9.461538462,69.5,2534280,1628391,5
473,Justise Winslow,F,22,MIA,35,22,1001,156,374,0.417,44,123,0.358,112,251,0.446,0.476,52,81,0.642,34,148,182,145,39,10,71,84,408,12.7,0.498,0.329,0.217,3.5,15.6,9.5,22,1.9,0.9,14.8,20.3,0.1,1.3,1.4,0.066,-1.3,0.9,-0.4,0.4,14.42857143,308.1,3448926,1626159,20
474,Christian Wood,F,23,MIL,6,0,37,9,17,0.529,2,4,0.5,7,13,0.538,0.588,5,6,0.833,4,12,16,2,0,0,2,2,25,23.8,0.636,0.235,0.353,11.9,31.8,22.4,8.3,0,0,9.2,24.6,0.1,0.1,0.2,0.231,0.4,-3.2,-2.8,0,4.5,21.3,1512601,1626174,35
475,Delon Wright,G,26,TOR,39,2,715,98,230,0.426,26,77,0.338,72,153,0.471,0.483,31,35,0.886,30,69,99,85,34,11,28,42,253,13.8,0.515,0.335,0.152,4.6,10.2,7.5,16.1,2.3,1.2,10.2,16.5,0.7,0.9,1.6,0.107,-0.2,0.9,0.7,0.5,8.333333333,227.7,2536898,1626153,55
476,Guerschon Yabusele,F,23,BOS,24,0,138,17,41,0.415,4,16,0.25,13,25,0.52,0.463,9,12,0.75,10,14,24,9,5,5,7,25,47,10.6,0.508,0.39,0.293,7.7,11,9.3,8.9,1.8,3.3,13.1,16.7,0.1,0.2,0.3,0.09,-2.5,1,-1.6,0,2.375,32.9,2667600,1627824,30
478,Thaddeus Young,F,30,IND,42,42,1272,230,434,0.53,17,58,0.293,213,376,0.566,0.55,48,83,0.578,93,156,249,70,68,19,49,101,525,15.9,0.558,0.134,0.191,8.4,13.3,11,8,2.6,1.3,9.4,17.9,1.5,2.1,3.6,0.135,0.2,1.7,1.9,1.3,14.38095238,452,13764045,201152,21
479,Trae Young,G,20,ATL,42,42,1238,229,581,0.394,62,213,0.291,167,368,0.454,0.448,134,169,0.793,27,95,122,303,40,11,168,66,654,12.7,0.499,0.367,0.291,2.3,8.3,5.2,37.6,1.5,0.8,20.4,27,-0.8,0.5,-0.3,-0.011,-1.5,-2.8,-4.4,-0.7,14.26190476,437.7,5356440,1629027,11
480,Cody Zeller,C,26,CHA,35,35,857,129,231,0.558,5,16,0.313,124,215,0.577,0.569,64,76,0.842,72,146,218,74,25,28,45,113,327,16.5,0.618,0.069,0.329,8.9,18.5,13.6,12.4,1.4,2.8,14.5,15.5,1.7,0.9,2.6,0.145,0.4,1.6,2,0.9,12.4,312.5,13528090,203469,40
481,Ante Zizic,C,22,CLE,27,2,316,48,96,0.5,0,0,,48,96,0.5,0.5,32,45,0.711,36,63,99,15,4,8,21,37,128,15.2,0.553,0,0.469,12.3,23.3,17.6,7.3,0.6,2.2,15.4,19.1,0.3,0,0.4,0.054,-3,-2,-5,-0.2,5.666666667,103.2,1952760,1627790,41
482,Ivica Zubac,C,21,LAL,22,6,291,59,105,0.562,0,0,,59,105,0.562,0.562,24,27,0.889,31,61,92,15,4,17,15,40,142,19.1,0.607,0,0.257,11.2,20.9,16.2,7.5,0.6,4.5,11.4,18.8,0.6,0.4,1,0.173,-1.4,1.2,-0.2,0.1,7.818181818,126.3,1544951,1627826,40
